broad_field,major_field,field,year,n_phds
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Ocean and marine sciences, other",2015,20.0
Life sciences,Physics and astronomy,Astronomy and astrophysics,2015,269.0
Life sciences,Physics and astronomy,Astronomy,2015,86.0
Life sciences,Physics and astronomy,Astrophysics,2015,174.0
Life sciences,Physics and astronomy,"Astronomy and astrophysics, other",2015,9.0
Life sciences,Physics and astronomy,Physics,2015,1924.0
Life sciences,Physics and astronomy,Acoustics,2015,19.0
Life sciences,Physics and astronomy,Applied physics,2015,146.0
Life sciences,Physics and astronomy,"Atomic, molecular, chemical physics",2015,125.0
Life sciences,Physics and astronomy,Biophysics (physics),2015,127.0
Life sciences,Physics and astronomy,"Condensed matter, low-temperature physics",2015,439.0
Life sciences,Physics and astronomy,Elementary particle physics,2015,242.0
Life sciences,Physics and astronomy,Nuclear physics,2015,86.0
Life sciences,Physics and astronomy,"Optics, photonics",2015,216.0
Life sciences,Physics and astronomy,"Plasma, high-temperature physics",2015,88.0
Life sciences,Physics and astronomy,Polymer physics,2015,26.0
Life sciences,Physics and astronomy,"Physics, general",2015,285.0
Life sciences,Physics and astronomy,"Physics, other",2015,125.0
Mathematics and computer sciences,Computer and information sciences,Computer science,2015,1658.0
Mathematics and computer sciences,Computer and information sciences,"Information science, systems",2015,158.0
Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, general",2015,117.0
Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, other",2015,70.0
Mathematics and computer sciences,Mathematics and statistics,Algebra,2015,146.0
Mathematics and computer sciences,Mathematics and statistics,Analysis and functional analysis,2015,161.0
Mathematics and computer sciences,Mathematics and statistics,Applied mathematics,2015,435.0
Mathematics and computer sciences,Mathematics and statistics,Computing theory and practice,2015,24.0
Mathematics and computer sciences,Mathematics and statistics,"Geometry, geometric analysis",2015,108.0
Mathematics and computer sciences,Mathematics and statistics,Logic,2015,21.0
Mathematics and computer sciences,Mathematics and statistics,Number theory,2015,89.0
Mathematics and computer sciences,Mathematics and statistics,Operations research (mathematics),2015,34.0
Mathematics and computer sciences,Mathematics and statistics,Statistics (mathematics),2015,381.0
Mathematics and computer sciences,Mathematics and statistics,Topology and foundations,2015,86.0
Mathematics and computer sciences,Mathematics and statistics,"Mathematics and statistics, general",2015,243.0
Mathematics and computer sciences,Mathematics and statistics,"Mathematics and statistics, other",2015,87.0
Psychology and social sciences,Psychology,Behavioral analysis,2015,63.0
Psychology and social sciences,Psychology,Clinical psychology,2015,1172.0
Psychology and social sciences,Psychology,Cognitive neuroscience,2015,165.90491591203104
Psychology and social sciences,Psychology,Cognitive psychology and psycholinguistics,2015,221.0
Psychology and social sciences,Psychology,Community psychology,2015,165.90491591203104
Psychology and social sciences,Psychology,Comparative psychology,2015,165.90491591203104
Psychology and social sciences,Psychology,Counseling,2015,417.0
Psychology and social sciences,Psychology,Developmental and child psychology,2015,190.0
Psychology and social sciences,Psychology,Educational psychology (psychology),2015,60.0
Psychology and social sciences,Psychology,Experimental psychology,2015,144.0
Psychology and social sciences,Psychology,Family psychology,2015,55.0
Psychology and social sciences,Psychology,"Health, medical psychology",2015,102.0
Psychology and social sciences,Psychology,Human development and family studies,2015,134.0
Psychology and social sciences,Psychology,Industrial and organizational psychology,2015,221.0
Psychology and social sciences,Psychology,"Marriage and family therapy, counseling",2015,165.90491591203104
Psychology and social sciences,Psychology,"Neuropsychology, physiological psychologyi",2015,130.0
Psychology and social sciences,Psychology,Personality psychology,2015,21.0
Psychology and social sciences,Psychology,Psychometrics and quantitative psychology,2015,48.0
Psychology and social sciences,Psychology,School psychology (psychology),2015,116.0
Psychology and social sciences,Psychology,Social psychology,2015,220.0
Psychology and social sciences,Psychology,"Psychology, general",2015,290.0
Psychology and social sciences,Psychology,"Psychology, other",2015,172.0
Psychology and social sciences,Psychology,Social sciences,2015,5302.0
Psychology and social sciences,Anthropology,"Anthropology, cultural",2015,317.0
Psychology and social sciences,Anthropology,"Anthropology, generalj",2015,99.0
Psychology and social sciences,Anthropology,"Anthropology, physical and biological",2015,76.0
Psychology and social sciences,Economics,Econometrics,2015,40.0
Psychology and social sciences,Economics,Natural resources and environmental economics (social sciences),2015,47.0
Psychology and social sciences,Economics,Other economics,2015,1168.0
Psychology and social sciences,Other social sciences,"American, U.S. studies",2015,130.0
Psychology and social sciences,Other social sciences,Applied linguistics,2015,165.90491591203104
Psychology and social sciences,Other social sciences,"Area, ethnic, cultural studiesk",2015,80.0
Psychology and social sciences,Other social sciences,Criminal justice and corrections,2015,111.0
Psychology and social sciences,Other social sciences,Criminology,2015,105.0
Psychology and social sciences,Other social sciences,Demography and population studies,2015,21.0
Psychology and social sciences,Other social sciences,Gender and women's studies,2015,34.0
Psychology and social sciences,Other social sciences,Geography,2015,301.0
Psychology and social sciences,Other social sciences,Gerontology (social sciences),2015,24.0
Psychology and social sciences,Other social sciences,Health policy analysis,2015,81.0
Psychology and social sciences,Other social sciences,"International relations, international affairs",2015,104.0
Psychology and social sciences,Other social sciences,Linguistics,2015,288.0
Psychology and social sciences,Other social sciences,Public policy analysis,2015,293.0
Psychology and social sciences,Other social sciences,Statistics (social sciences),2015,22.0
Psychology and social sciences,Other social sciences,"Urban, city, community and regional planning",2015,128.0
Psychology and social sciences,Other social sciences,"Urban studies, affairs",2015,31.0
Psychology and social sciences,Other social sciences,"Social sciences, general",2015,55.0
Psychology and social sciences,Other social sciences,"Social sciences, other",2015,146.0
Engineering,Other engineering,Agricultural engineering,2015,67.0
Engineering,Other engineering,Ceramic sciences engineering,2015,165.90491591203104
Engineering,Other engineering,Communications engineering,2015,30.0
Engineering,Other engineering,Computer engineering,2015,410.0
Engineering,Other engineering,"Engineering management, administration",2015,45.0
Engineering,Other engineering,Engineering mechanics,2015,66.0
Engineering,Other engineering,Engineering physics,2015,36.0
Engineering,Other engineering,Engineering science,2015,72.0
Engineering,Other engineering,"Environmental, environmental health engineeringl",2015,282.0
Engineering,Other engineering,Geotechnical and geoenvironmental engineering,2015,68.0
Engineering,Other engineering,Metallurgical engineering,2015,34.0
Engineering,Other engineering,Mining and mineral engineering,2015,165.90491591203104
Engineering,Other engineering,Nuclear engineering,2015,130.0
Engineering,Other engineering,Ocean engineering,2015,36.0
Engineering,Other engineering,Operations research (engineering),2015,88.0
Engineering,Other engineering,Petroleum engineering,2015,104.0
Engineering,Other engineering,"Polymer, plastics engineering",2015,80.0
Engineering,Other engineering,Robotics,2015,82.0
Engineering,Other engineering,Structural engineering,2015,125.0
Engineering,Other engineering,Systems engineering,2015,105.0
Engineering,Other engineering,Transportation and highway engineering,2015,106.0
Engineering,Other engineering,"Engineering, general",2015,42.0
Engineering,Other engineering,"Engineering, other",2015,170.0
Education,Education administration,Educational administration and supervision,2015,169.0
Education,Education administration,"Educational and human resource studies, development",2015,68.0
Education,Education administration,Educational leadership,2015,620.0
Education,Education administration,Urban education and leadership,2015,63.0
Education,Education research,"Counseling education, counseling and guidance",2015,292.0
Education,Education research,Curriculum and instruction,2015,585.0
Education,Education research,Educational and instructional media design,2015,30.0
Education,Education research,Educational and instructional technology,2015,201.0
Education,Education research,"Educational assessment, testing, measurement",2015,65.0
Education,Education research,Educational policy analysis,2015,168.0
Education,Education research,Educational psychology (education),2015,286.0
Education,Education research,"Educational statistics, research methods",2015,92.0
Education,Education research,Higher education evaluation and research,2015,519.0
Education,Education research,International education,2015,55.0
Education,Education research,School psychology (education),2015,132.0
Education,Education research,Social and philosophical foundations of education,2015,90.0
Education,Education research,Special education,2015,257.0
Education,Teacher education,Adult and continuing teacher education,2015,39.0
Education,Teacher education,Elementary teacher education,2015,37.0
Education,Teacher education,"Pre-elementary, early childhood teacher education",2015,47.0
Education,Teacher education,Secondary teacher education,2015,33.0
Education,Teaching fields,Agricultural education,2015,30.0
Education,Teaching fields,Art education,2015,42.0
Education,Teaching fields,Bilingual and multilingual education,2015,27.0
Education,Teaching fields,Business education,2015,165.90491591203104
Education,Teaching fields,English as a second or foreign language,2015,94.0
Education,Teaching fields,English education,2015,33.0
Education,Teaching fields,"Family, consumer, and human sciences",2015,24.0
Education,Teaching fields,Foreign languages education,2015,31.0
Education,Teaching fields,Health education,2015,53.0
Education,Teaching fields,Literacy and reading educationm,2015,123.0
Education,Teaching fields,Mathematics education,2015,133.0
Education,Teaching fields,Music education,2015,114.0
Education,Teaching fields,Nursing education,2015,32.0
Education,Teaching fields,Physical education and coaching,2015,36.0
Education,Teaching fields,Science education,2015,122.0
Education,Teaching fields,Social science education,2015,24.0
Education,Teaching fields,"Teacher education and professional development, othern",2015,35.0
Education,Teaching fields,Trade and industrial education,2015,165.90491591203104
Education,Other education,Workforce education and development,2015,36.0
Education,Other education,"Education, general",2015,140.0
Education,Other education,"Education, other",2015,121.0
Humanities and arts,Foreign languages and literature,Arabic language and literature,2015,6.0
Humanities and arts,Foreign languages and literature,Chinese language and literature,2015,28.0
Humanities and arts,Foreign languages and literature,French language and literature,2015,137.0
Humanities and arts,Foreign languages and literature,Germanic language and literature,2015,72.0
Humanities and arts,Foreign languages and literature,Italian language and literature,2015,40.0
Humanities and arts,Foreign languages and literature,Japanese language and literature,2015,21.0
Humanities and arts,Foreign languages and literature,Latin American languages and literature,2015,79.0
Humanities and arts,Foreign languages and literature,Russian language and literature,2015,21.0
Humanities and arts,Foreign languages and literature,Slavic (other than Russian),2015,165.90491591203104
Humanities and arts,Foreign languages and literature,Spanish language and literature,2015,186.0
Humanities and arts,Foreign languages and literature,"Foreign languages and literatures, other",2015,66.0
Humanities and arts,History,African history,2015,30.0
Humanities and arts,History,"American history, United States and Canada",2015,412.0
Humanities and arts,History,Asian history,2015,89.0
Humanities and arts,History,European history,2015,198.0
Humanities and arts,History,"History, science and technology and society",2015,72.0
Humanities and arts,History,Latin American history,2015,64.0
Humanities and arts,History,"Middle, Near East history",2015,82.0
Humanities and arts,History,"History, general",2015,108.0
Humanities and arts,History,"History, other",2015,91.0
Humanities and arts,Letters,"American literature, United States and Canada",2015,334.0
Humanities and arts,Letters,Classics,2015,94.0
Humanities and arts,Letters,Comparative literature,2015,165.0
Humanities and arts,Letters,Creative writing,2015,97.0
Humanities and arts,Letters,English language,2015,153.0
Humanities and arts,Letters,"English literature, British and Commonwealth",2015,412.0
Humanities and arts,Letters,Folklore,2015,6.0
Humanities and arts,Letters,Rhetoric and composition,2015,238.0
Humanities and arts,Letters,Speech and rhetorical studies,2015,42.0
Humanities and arts,Letters,"Letters, general",2015,22.0
Humanities and arts,Letters,"Letters, other",2015,20.0
Humanities and arts,Other humanities and arts,Archaeology (humanities),2015,121.0
Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",2015,272.0
Humanities and arts,Other humanities and arts,"Bible, biblical studies",2015,87.0
Humanities and arts,Other humanities and arts,Dance,2015,165.90491591203104
Humanities and arts,Other humanities and arts,"Drama, theater arts",2015,86.0
Humanities and arts,Other humanities and arts,Ethics,2015,30.0
Humanities and arts,Other humanities and arts,"Film, cinema, video studies",2015,67.0
Humanities and arts,Other humanities and arts,"Jewish, Judaic studies",2015,27.0
Humanities and arts,Other humanities and arts,Music,2015,54.0
Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,2015,148.0
Humanities and arts,Other humanities and arts,Music performance,2015,110.0
Humanities and arts,Other humanities and arts,Music theory and composition,2015,108.0
Humanities and arts,Other humanities and arts,"Music, other",2015,23.0
Humanities and arts,Other humanities and arts,Philosophy,2015,463.0
Humanities and arts,Other humanities and arts,"Religion, religious studies",2015,314.0
Humanities and arts,Other humanities and arts,"Theology, religious education",2015,172.0
Humanities and arts,Other humanities and arts,"Humanities, general",2015,27.0
Humanities and arts,Other humanities and arts,"Humanities, other",2015,100.0
Other,Business management and administration,Accounting,2015,194.0
Other,Business management and administration,Banking/financial services,2015,165.90491591203104
Other,Business management and administration,Business administration and management,2015,232.0
Other,Business management and administration,"Business, managerial economics",2015,43.0
Other,Business management and administration,Finance,2015,241.0
Other,Business management and administration,"Hospitality, food service and tourism management",2015,46.0
Other,Business management and administration,Human resources development,2015,51.0
Other,Business management and administration,"International business, trade, commerce",2015,24.0
Other,Business management and administration,"Management information systems, business statistics",2015,102.0
Other,Business management and administration,Marketing management and research,2015,181.0
Other,Business management and administration,Operations research (business),2015,110.0
Other,Business management and administration,Organizational behavior,2015,189.0
Other,Business management and administration,"Business management and administration, general",2015,68.0
Other,Business management and administration,"Business management and administration, other",2015,102.0
Other,Communication,Communication research,2015,149.0
Other,Communication,Communication theory,2015,41.0
Other,Communication,"Film, radio, TV and digital communication",2015,37.0
Other,Communication,"Mass communication, media studies",2015,242.0
Other,Communication,"Communication, general",2015,119.0
Other,Communication,"Communication, other",2015,79.0
Other,Non-S&E fields nec,Architecture and environmental design,2015,116.0
Other,Non-S&E fields nec,"Family, consumer sciences and human sciences",2015,47.0
Other,Non-S&E fields nec,Law,2015,76.0
Other,Non-S&E fields nec,Library science,2015,41.0
Other,Non-S&E fields nec,"Parks, sports, recreation, leisure and fitness",2015,52.0
Other,Non-S&E fields nec,Public administration,2015,121.0
Other,Non-S&E fields nec,Social work,2015,307.0
Other,Non-S&E fields nec,Other fields nec,2015,10.0
Life sciences,Agricultural sciences and natural resources,Agricultural economics,2016,113.0
Life sciences,Agricultural sciences and natural resources,Agricultural and horticultural plant breeding,2016,61.0
Life sciences,Agricultural sciences and natural resources,Agricultural animal breeding,2016,165.90491591203104
Life sciences,Agricultural sciences and natural resources,Agronomy and crop science,2016,82.0
Life sciences,Agricultural sciences and natural resources,Animal nutrition,2016,42.0
Life sciences,Agricultural sciences and natural resources,"Animal science, poultry or avian",2016,21.0
Life sciences,Agricultural sciences and natural resources,"Animal sciences, other",2016,83.0
Life sciences,Agricultural sciences and natural resources,Environmental science,2016,193.0
Life sciences,Agricultural sciences and natural resources,Fishing and fisheries sciences and management,2016,47.0
Life sciences,Agricultural sciences and natural resources,Food science,2016,123.0
Life sciences,Agricultural sciences and natural resources,"Food science and technology, other",2016,40.0
Life sciences,Agricultural sciences and natural resources,Forest sciences and biology,2016,15.0
Life sciences,Agricultural sciences and natural resources,"Forest management, forest resources management",2016,35.0
Life sciences,Agricultural sciences and natural resources,"Forestry, other",2016,29.0
Life sciences,Agricultural sciences and natural resources,Horticulture science,2016,32.0
Life sciences,Agricultural sciences and natural resources,Natural resource and environmental policy,2016,68.0
Life sciences,Agricultural sciences and natural resources,Natural resources and conservation,2016,72.0
Life sciences,Agricultural sciences and natural resources,Natural resources and environmental economics (agricultural sciences),2016,23.0
Life sciences,Agricultural sciences and natural resources,"Plant pathology and phytopathology, agricultural",2016,73.0
Life sciences,Agricultural sciences and natural resources,"Plant sciences, other",2016,52.0
Life sciences,Agricultural sciences and natural resources,"Soil chemistry, microbiology",2016,23.0
Life sciences,Agricultural sciences and natural resources,"Soil sciences, other",2016,38.0
Life sciences,Agricultural sciences and natural resources,"Wildlife, range management",2016,14.0
Life sciences,Agricultural sciences and natural resources,"Wood science, pulp and paper technology",2016,8.0
Life sciences,Agricultural sciences and natural resources,"Agricultural sciences and natural resources, generala",2016,73.0
Life sciences,Agricultural sciences and natural resources,"Agricultural sciences and natural resources, otherb",2016,21.0
Life sciences,Biological and biomedical sciences,Anatomy,2016,21.0
Life sciences,Biological and biomedical sciences,Bacteriology,2016,18.0
Life sciences,Biological and biomedical sciences,Biochemistry (biological sciences),2016,832.0
Life sciences,Biological and biomedical sciences,Bioinformatics,2016,194.0
Life sciences,Biological and biomedical sciences,Biomedical sciences,2016,330.0
Life sciences,Biological and biomedical sciences,Biometrics and biostatistics,2016,198.0
Life sciences,Biological and biomedical sciences,Biophysics (biological sciences),2016,165.0
Life sciences,Biological and biomedical sciences,Biotechnology,2016,36.0
Life sciences,Biological and biomedical sciences,Botany and plant biology,2016,112.0
Life sciences,Biological and biomedical sciences,Cancer biology,2016,437.0
Life sciences,Biological and biomedical sciences,"Cell, cellular biology, and histology",2016,259.0
Life sciences,Biological and biomedical sciences,Computational biology,2016,134.0
Life sciences,Biological and biomedical sciences,Developmental biology and embryology,2016,162.0
Life sciences,Biological and biomedical sciences,Ecology,2016,482.0
Life sciences,Biological and biomedical sciences,Endocrinology,2016,11.0
Life sciences,Biological and biomedical sciences,Entomology,2016,127.0
Life sciences,Biological and biomedical sciences,Environmental toxicologyc,2016,45.0
Life sciences,Biological and biomedical sciences,Epidemiology,2016,343.0
Life sciences,Biological and biomedical sciences,Evolutionary biology,2016,200.0
Life sciences,Biological and biomedical sciences,"Genetics, genomics, human and animal",2016,339.0
Life sciences,Biological and biomedical sciences,Immunology,2016,399.0
Life sciences,Biological and biomedical sciences,Microbiology,2016,466.0
Life sciences,Biological and biomedical sciences,Molecular biology,2016,549.0
Life sciences,Biological and biomedical sciences,Molecular medicine,2016,25.0
Life sciences,Biological and biomedical sciences,"Neurosciences, neurobiologye",2016,997.0
Life sciences,Biological and biomedical sciences,Nutrition sciences,2016,204.0
Life sciences,Biological and biomedical sciences,Parasitology,2016,20.0
Life sciences,Biological and biomedical sciences,"Pathology, human and animal",2016,49.0
Life sciences,Biological and biomedical sciences,"Pharmacology, human and animal",2016,208.0
Life sciences,Biological and biomedical sciences,"Physiology, human and animal",2016,166.0
Life sciences,Biological and biomedical sciences,Plant genetics,2016,67.0
Life sciences,Biological and biomedical sciences,Plant pathology and phytopathology (biological sciences),2016,13.0
Life sciences,Biological and biomedical sciences,Plant physiology,2016,13.0
Life sciences,Biological and biomedical sciences,Structural biology,2016,47.0
Life sciences,Biological and biomedical sciences,Toxicology,2016,85.0
Life sciences,Biological and biomedical sciences,Virology,2016,142.0
Life sciences,Biological and biomedical sciences,Wildlife biology,2016,47.0
Life sciences,Biological and biomedical sciences,Zoology,2016,38.0
Life sciences,Biological and biomedical sciences,"Biological and biomedical sciences, general",2016,770.0
Life sciences,Biological and biomedical sciences,"Biological and biomedical sciences, other",2016,123.0
Life sciences,Health sciences,Environmental health,2016,76.0
Life sciences,Health sciences,Environmental toxicologyc,2016,165.90491591203104
Life sciences,Health sciences,Gerontology (health sciences),2016,25.0
Life sciences,Health sciences,Health and behavior,2016,119.0
Life sciences,Health sciences,Health services research,2016,120.0
Life sciences,Health sciences,Health systems administration,2016,41.0
Life sciences,Health sciences,"Kinesiology, exercise sciencef",2016,232.0
Life sciences,Health sciences,"Medical physics, radiological science",2016,94.0
Life sciences,Health sciences,Nursing science,2016,482.0
Life sciences,Health sciences,"Oral biology, oral pathology",2016,23.0
Life sciences,Health sciences,Pharmaceutical sciencesg,2016,274.0
Life sciences,Health sciences,Public health,2016,379.0
Life sciences,Health sciences,"Rehabilitation, therapeutic services",2016,108.0
Life sciences,Health sciences,Speech-language pathology and audiology,2016,116.0
Life sciences,Health sciences,Veterinary sciences,2016,49.0
Life sciences,Health sciences,"Health sciences, general",2016,93.0
Life sciences,Health sciences,"Health sciences, other",2016,69.0
Life sciences,Chemistry,Analytical chemistry,2016,393.0
Life sciences,Chemistry,Chemical biology,2016,120.0
Life sciences,Chemistry,Inorganic chemistry,2016,343.0
Life sciences,Chemistry,Medicinal chemistryh,2016,72.0
Life sciences,Chemistry,Organic chemistry,2016,565.0
Life sciences,Chemistry,Physical chemistry,2016,379.0
Life sciences,Chemistry,Polymer chemistry,2016,151.0
Life sciences,Chemistry,Theoretical chemistry,2016,88.0
Life sciences,Chemistry,"Chemistry, general",2016,412.0
Life sciences,Chemistry,"Chemistry, other",2016,181.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,2016,245.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric chemistry and climatology,2016,41.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric physics and dynamics,2016,58.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Meteorology,2016,20.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Atmospheric science and meteorology, general",2016,108.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Atmospheric science and meteorology, other",2016,18.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,2016,618.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geochemistry,2016,81.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geology,2016,127.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geomorphology, glacial geology",2016,24.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geophysics and seismology,2016,138.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Mineralogy and petrology,2016,6.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Paleontology,2016,30.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Stratigraphy and sedimentation,2016,12.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geological and earth sciences, general",2016,155.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geological and earth sciences, other",2016,45.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,2016,364.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Hydrology and water resources,2016,130.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Marine biology and biological oceanography,2016,90.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Marine sciences,2016,54.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Oceanography, chemical and physical",2016,79.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Ocean and marine sciences, other",2016,11.0
Life sciences,Physics and astronomy,Astronomy and astrophysics,2016,315.0
Life sciences,Physics and astronomy,Astronomy,2016,95.0
Life sciences,Physics and astronomy,Astrophysics,2016,211.0
Life sciences,Physics and astronomy,"Astronomy and astrophysics, other",2016,9.0
Life sciences,Physics and astronomy,Physics,2016,2006.0
Life sciences,Physics and astronomy,Acoustics,2016,17.0
Life sciences,Physics and astronomy,Applied physics,2016,229.0
Life sciences,Physics and astronomy,"Atomic, molecular, chemical physics",2016,137.0
Life sciences,Physics and astronomy,Biophysics (physics),2016,138.0
Life sciences,Physics and astronomy,"Condensed matter, low-temperature physics",2016,350.0
Life sciences,Physics and astronomy,Elementary particle physics,2016,231.0
Life sciences,Physics and astronomy,Nuclear physics,2016,92.0
Life sciences,Physics and astronomy,"Optics, photonics",2016,225.0
Life sciences,Physics and astronomy,"Plasma, high-temperature physics",2016,79.0
Life sciences,Physics and astronomy,Polymer physics,2016,43.0
Life sciences,Physics and astronomy,"Physics, general",2016,356.0
Life sciences,Physics and astronomy,"Physics, other",2016,109.0
Mathematics and computer sciences,Computer and information sciences,Computer science,2016,1651.0
Mathematics and computer sciences,Computer and information sciences,"Information science, systems",2016,174.0
Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, general",2016,161.0
Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, other",2016,98.0
Mathematics and computer sciences,Mathematics and statistics,Algebra,2016,83.0
Mathematics and computer sciences,Mathematics and statistics,Analysis and functional analysis,2016,97.0
Mathematics and computer sciences,Mathematics and statistics,Applied mathematics,2016,474.0
Mathematics and computer sciences,Mathematics and statistics,Computing theory and practice,2016,15.0
Mathematics and computer sciences,Mathematics and statistics,"Geometry, geometric analysis",2016,52.0
Mathematics and computer sciences,Mathematics and statistics,Logic,2016,14.0
Mathematics and computer sciences,Mathematics and statistics,Number theory,2016,48.0
Mathematics and computer sciences,Mathematics and statistics,Operations research (mathematics),2016,45.0
Mathematics and computer sciences,Mathematics and statistics,Statistics (mathematics),2016,265.0
Mathematics and computer sciences,Mathematics and statistics,Topology and foundations,2016,41.0
Mathematics and computer sciences,Mathematics and statistics,"Mathematics and statistics, general",2016,686.0
Mathematics and computer sciences,Mathematics and statistics,"Mathematics and statistics, other",2016,52.0
Psychology and social sciences,Psychology,Behavioral analysis,2016,65.0
Psychology and social sciences,Psychology,Clinical psychology,2016,1217.0
Psychology and social sciences,Psychology,Cognitive neuroscience,2016,161.0
Psychology and social sciences,Psychology,Cognitive psychology and psycholinguistics,2016,165.0
Psychology and social sciences,Psychology,Community psychology,2016,34.0
Psychology and social sciences,Psychology,Comparative psychology,2016,165.90491591203104
Psychology and social sciences,Psychology,Counseling,2016,315.0
Psychology and social sciences,Psychology,Developmental and child psychology,2016,236.0
Psychology and social sciences,Psychology,Educational psychology (psychology),2016,108.0
Psychology and social sciences,Psychology,Experimental psychology,2016,144.0
Psychology and social sciences,Psychology,Family psychology,2016,12.0
Psychology and social sciences,Psychology,"Health, medical psychology",2016,53.0
Psychology and social sciences,Psychology,Human development and family studies,2016,191.0
Psychology and social sciences,Psychology,Industrial and organizational psychology,2016,217.0
Psychology and social sciences,Psychology,"Marriage and family therapy, counseling",2016,77.0
Psychology and social sciences,Psychology,"Neuropsychology, physiological psychologyi",2016,69.0
Psychology and social sciences,Psychology,Personality psychology,2016,23.0
Psychology and social sciences,Psychology,Psychometrics and quantitative psychology,2016,49.0
Psychology and social sciences,Psychology,School psychology (psychology),2016,128.0
Psychology and social sciences,Psychology,Social psychology,2016,219.0
Psychology and social sciences,Psychology,"Psychology, general",2016,298.0
Psychology and social sciences,Psychology,"Psychology, other",2016,150.0
Psychology and social sciences,Psychology,Social sciences,2016,5129.0
Psychology and social sciences,Anthropology,"Anthropology, cultural",2016,290.0
Psychology and social sciences,Anthropology,"Anthropology, generalj",2016,90.0
Psychology and social sciences,Anthropology,"Anthropology, physical and biological",2016,80.0
Psychology and social sciences,Economics,Econometrics,2016,38.0
Psychology and social sciences,Economics,Natural resources and environmental economics (social sciences),2016,59.0
Psychology and social sciences,Economics,Other economics,2016,1139.0
Psychology and social sciences,Other social sciences,"American, U.S. studies",2016,111.0
Psychology and social sciences,Other social sciences,Applied linguistics,2016,81.0
Psychology and social sciences,Other social sciences,"Area, ethnic, cultural studiesk",2016,189.0
Psychology and social sciences,Other social sciences,Criminal justice and corrections,2016,93.0
Psychology and social sciences,Other social sciences,Criminology,2016,104.0
Psychology and social sciences,Other social sciences,Demography and population studies,2016,37.0
Psychology and social sciences,Other social sciences,Gender and women's studies,2016,72.0
Psychology and social sciences,Other social sciences,Geography,2016,245.0
Psychology and social sciences,Other social sciences,Gerontology (social sciences),2016,22.0
Psychology and social sciences,Other social sciences,Health policy analysis,2016,61.0
Psychology and social sciences,Other social sciences,"International relations, international affairs",2016,137.0
Psychology and social sciences,Other social sciences,Linguistics,2016,237.0
Psychology and social sciences,Other social sciences,Public policy analysis,2016,230.0
Psychology and social sciences,Other social sciences,Statistics (social sciences),2016,44.0
Psychology and social sciences,Other social sciences,"Urban, city, community and regional planning",2016,131.0
Psychology and social sciences,Other social sciences,"Urban studies, affairs",2016,39.0
Psychology and social sciences,Other social sciences,"Social sciences, general",2016,99.0
Psychology and social sciences,Other social sciences,"Social sciences, other",2016,141.0
Engineering,Other engineering,Agricultural engineering,2016,62.0
Engineering,Other engineering,Ceramic sciences engineering,2016,165.90491591203104
Engineering,Other engineering,Communications engineering,2016,19.0
Engineering,Other engineering,Computer engineering,2016,401.0
Engineering,Other engineering,"Engineering management, administration",2016,29.0
Engineering,Other engineering,Engineering mechanics,2016,101.0
Engineering,Other engineering,Engineering physics,2016,24.0
Engineering,Other engineering,Engineering science,2016,33.0
Engineering,Other engineering,"Environmental, environmental health engineeringl",2016,216.0
Engineering,Other engineering,Geotechnical and geoenvironmental engineering,2016,81.0
Engineering,Other engineering,Metallurgical engineering,2016,31.0
Engineering,Other engineering,Mining and mineral engineering,2016,165.90491591203104
Engineering,Other engineering,Nuclear engineering,2016,131.0
Engineering,Other engineering,Ocean engineering,2016,26.0
Engineering,Other engineering,Operations research (engineering),2016,130.0
Engineering,Other engineering,Petroleum engineering,2016,99.0
Engineering,Other engineering,"Polymer, plastics engineering",2016,60.0
